"","st_id","firstgen","ethniccode","ethniccode_cat","urm","gender","female","famincome","lowincomeflag","transfer","transfer_cred","international","ell","us_hs","cohort","cohort_2013","cohort_2014","cohort_2015","cohort_2016","cohort_2017","cohort_2018","englsr","mathsr","hsgpa"
"9671","3A1C7B3AA21B6E4",0,"ASIAN",2,0,0,0,85602,0,0,8,0,NA,1,2013,1,0,0,0,0,0,700,760,3.982
"9672","78501EC20811DDF",0,"WHITE",0,0,0,0,219842,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,660,740,3.605
"9673","ABAF00A0141FF34",0,"WHITE",0,0,0,0,56798,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,800,670,4.65
"9674","469904AAE70EA92",0,"WHITE",0,0,0,0,82407,0,0,10,0,NA,1,2013,1,0,0,0,0,0,620,610,4
"9675","143EAB8128EE0E8",0,"ASIAN",2,0,0,0,NA,0,0,3,1,0,1,2013,1,0,0,0,0,0,570,660,3.362
"9676","6B71CED4EEAF90C",0,"ASIAN",2,0,1,1,192498,0,0,12,0,NA,1,2013,1,0,0,0,0,0,610,720,2.8
"9677","724155003BD3570",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,610,660,3.327
"9678","C0BFFCFD3E9D5AC",0,"WHITE",0,0,1,1,NA,0,0,3,0,NA,1,2013,1,0,0,0,0,0,720,720,3.766
"9679","0D910082CB648C6",1,"ASIAN",2,0,0,0,24135,1,0,6,0,NA,1,2013,1,0,0,0,0,0,700,610,4
"9680","E04916E0EA69ABA",0,"WHITE",0,0,0,0,155470,0,0,12,0,NA,1,2014,0,1,0,0,0,0,760,620,4
"9681","8C789A72A1F1A70",0,"WHITE",0,0,0,0,60709,0,0,13,0,NA,1,2014,0,1,0,0,0,0,640,710,4.42
"9682","006A539006A9EA0",1,"HISPA",1,1,0,0,138604,1,0,4,0,NA,1,2013,1,0,0,0,0,0,670,600,3.032
"9683","776318646FDE114",0,"BLACK",1,1,1,1,37572,1,0,4,0,NA,1,2014,0,1,0,0,0,0,630,600,3.965
"9684","47CCDBB490AA4B0",0,"WHITE",0,0,1,1,70997,0,0,21,0,NA,1,2014,0,1,0,0,0,0,680,670,4.04
"9685","10750BA8763E82A",0,"WHITE",0,0,0,0,219841,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,620,590,4.1
"9686","3D92004EA9ECC60",0,"HISPA",1,1,0,0,521161,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,740,760,4.27
"9687","85723EB509415CE",0,"WHITE",0,0,0,0,163130,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,730,730,4.25
"9688","1F633499D1A7276",0,"WHITE",0,0,0,0,NA,0,1,3,0,NA,1,2013,1,0,0,0,0,0,590,730,4.29
"9689","978887B6D21E6D9",0,"BLACK",1,1,0,0,685,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,600,500,3.141
"9690","03A6AEFAD040CA2",0,"WHITE",0,0,0,0,28380,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,730,610,3.8
"9691","78FE13832810E29",0,"ASIAN",2,0,1,1,51455,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,740,800,3.574
"9692","6075FCA3C5EBB96",0,"ASIAN",2,0,1,1,NA,0,0,21,1,0,1,2013,1,0,0,0,0,0,550,800,3.74
"9693","C96FEA8E1A9271D",1,"WHITE",0,0,0,0,21045,1,0,6,0,NA,1,2013,1,0,0,0,0,0,640,650,4.25
"9694","4CCCDBDFE81C35B",0,"WHITE",0,0,1,1,124205,0,0,4,0,NA,1,2015,0,0,1,0,0,0,500,630,3.7
"9695","45079ECE191F6A0",0,"WHITE",0,0,1,1,414000,0,0,9,0,NA,1,2013,1,0,0,0,0,0,630,560,4.06
"9696","8EC62229FB2AB09",0,"BLACK",1,1,0,0,21854,1,0,3,0,NA,1,2013,1,0,0,0,0,0,620,530,3.62
"9697","5CBFF44E7B8EEF0",0,"ASIAN",2,0,0,0,17972,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,610,660,3.287
"9698","6115F85275D68BE",0,"WHITE",0,0,0,0,67036,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,540,550,3.666
"9699","C776AD75F0A0842",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,780,740,4.31
"9700","1D3397E717CDC30",0,"WHITE",0,0,1,1,0,1,0,NA,0,NA,1,2014,0,1,0,0,0,0,540,620,3.95
"9701","25C2D99966C8257",0,"ASIAN",2,0,0,0,124568,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,560,620,3.7
"9702","B0F20C8E1C8064D",0,"WHITE",0,0,0,0,NA,0,1,39,0,NA,1,2017,0,0,0,0,1,0,700,590,3.21
"9703","01E4BE4B1D66A8F",0,"ASIAN",2,0,0,0,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,610,590,3.72
"9704","BF22A711C352ACA",0,"ASIAN",2,0,1,1,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,430,760,3.367
"9705","86EC37D2C3F5AC4",0,"WHITE",0,0,0,0,5255,1,0,3,0,NA,1,2013,1,0,0,0,0,0,760,740,3.836
"9706","911FED8D94C7E61",0,"WHITE",0,0,0,0,NA,0,0,14,0,NA,1,2013,1,0,0,0,0,0,590,710,3.3
"9707","99A02AC77B60C04",1,"WHITE",0,0,1,1,38791,1,0,3,0,NA,1,2013,1,0,0,0,0,0,460,500,4.16
"9708","8FF3A99159E596B",0,"WHITE",0,0,1,1,104911,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,800,740,4
"9709","E6C2A532A2AAB80",0,"ASIAN",2,0,1,1,196542,0,0,9,0,NA,1,2013,1,0,0,0,0,0,610,630,4.18
"9710","61F674464236F34",0,"ASIAN",2,0,0,0,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,590,740,3.763
"9711","842BF216BDE6AD5",0,"ASIAN",2,0,0,0,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,480,790,3.56
"9712","C389C9932B5F5F3",0,"ASIAN",2,0,0,0,NA,0,0,3,1,0,1,2013,1,0,0,0,0,0,550,740,3.12
"9713","81C9EC9CF6E6D77",0,"BLACK",1,1,1,1,182570,0,0,3,0,NA,1,2013,1,0,0,0,0,0,620,670,4.41
"9714","ABB11CCFD62F420",0,"WHITE",0,0,0,0,19298,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,630,670,4.15
"9715","21EB52EB1F39F9A",0,"ASIAN",2,0,0,0,96399,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,600,690,3.25
"9716","1614054DFE6099D",0,"MULTI",NA,NA,0,0,97974,0,0,6,0,NA,1,2013,1,0,0,0,0,0,580,590,4
"9717","D213EDDD511A147",0,"WHITE",0,0,0,0,154949,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,550,710,3.3
"9718","0A54156C07DCA8E",0,"WHITE",0,0,1,1,397554,0,0,3,0,NA,1,2015,0,0,1,0,0,0,720,660,4
"9719","51F4E45F0F212D3",0,"ASIAN",2,0,1,1,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,520,680,3.425
"9720","35D96E8AF19F515",0,"WHITE",0,0,0,0,287391,0,0,6,0,NA,1,2013,1,0,0,0,0,0,760,660,4.31
"9721","48451280C647555",0,"WHITE",0,0,0,0,38548,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,580,640,3.635
"9722","936BDBBD648AD68",0,"ASIAN",2,0,1,1,103808,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,620,610,3.83
"9723","EFA5028D60A135F",0,"WHITE",0,0,0,0,352648,0,1,13,0,NA,1,2013,1,0,0,0,0,0,700,680,4
"9724","AEEC3EB7531398B",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,600,570,3.2
"9725","9DE765B49BFAB96",0,"WHITE",0,0,1,1,74092,0,0,12,0,NA,1,2013,1,0,0,0,0,0,660,640,3.655
"9726","993B8E9AFD5FB5C",0,"WHITE",0,0,1,1,91304,0,0,31,0,NA,1,2013,1,0,0,0,0,0,590,610,3.8
"9727","998D21EF0487A2D",0,"WHITE",0,0,1,1,NA,0,0,6,0,NA,1,2013,1,0,0,0,0,0,680,600,4.2
"9728","35F58515C955A00",0,"WHITE",0,0,0,0,84791,0,0,15,0,NA,1,2013,1,0,0,0,0,0,460,680,4.04
"9729","65301F296321F0A",0,"ASIAN",2,0,0,0,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,NA,NA,3.76
"9730","855373F15CC2E49",0,"MULTI",NA,NA,0,0,NA,0,0,4,0,NA,1,2013,1,0,0,0,0,0,720,740,4.25
"9731","AD98176EF764D48",0,"WHITE",0,0,0,0,76809,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,640,730,3.9
"9732","863A46F17E56731",0,"ASIAN",2,0,1,1,79360,0,0,NA,1,NA,1,2013,1,0,0,0,0,0,660,780,4.76
"9733","B0D10B4A740D4B4",0,"ASIAN",2,0,1,1,60060,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,640,460,3.4
"9734","51FEC7EC0CF26BD",0,"ASIAN",2,0,0,0,118804,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,570,620,3.325
"9735","D4492C86D9259B4",0,"BLACK",1,1,1,1,81089,0,0,6,0,NA,1,2013,1,0,0,0,0,0,630,600,3.636
"9736","64AFD0DFD3EB3D8",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,760,760,3.98
"9737","825CA5405DA9B5D",0,"WHITE",0,0,1,1,86059,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,560,570,4
"9738","08A6D08988D5A44",0,"WHITE",0,0,1,1,80350,0,0,9,0,NA,1,2013,1,0,0,0,0,0,660,620,3.883
"9739","109F61F52FD2862",0,"WHITE",0,0,0,0,168575,0,1,23,0,NA,1,2013,1,0,0,0,0,0,650,610,3.709
"9740","630FCFD23AEE613",0,"BLACK",1,1,0,0,158622,0,0,3,1,NA,1,2013,1,0,0,0,0,0,670,700,4.38
"9741","E9A9EB1A4AF30B4",0,"WHITE",0,0,1,1,120302,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,620,670,4.44
"9742","A932E74A71F059D",0,"HISPA",1,1,1,1,47267,0,0,6,0,NA,1,2013,1,0,0,0,0,0,540,550,3.9
"9743","B02D0CD0519981D",0,"WHITE",0,0,0,0,112169,0,0,6,0,NA,1,2014,0,1,0,0,0,0,640,760,3.951
"9744","6DB8FF580D0B875",0,"WHITE",0,0,0,0,170000,0,0,9,0,NA,1,2014,0,1,0,0,0,0,750,720,4
"9745","F97FE0F3ADA1956",0,"WHITE",0,0,0,0,145563,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,650,740,4.26
"9746","BF24A13315E1E96",0,"",NA,NA,NA,NA,117140,0,1,NA,1,NA,1,2013,1,0,0,0,0,0,660,690,4.28
"9747","DA98D64BC8A6D0B",0,"WHITE",0,0,0,0,144531,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,680,710,4.6
"9748","E1737233A58D78E",0,"WHITE",0,0,0,0,200070,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,640,640,3.75
"9749","4E22FD20F7DD17E",0,"WHITE",0,0,0,0,62252,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,630,540,3.24
"9750","8B336F27B38A5C1",0,"WHITE",0,0,0,0,194337,0,0,10,0,NA,1,2014,0,1,0,0,0,0,670,780,4.63
"9751","A0E0009BF6DE806",0,"ASIAN",2,0,1,1,202000,0,0,7,0,NA,1,2014,0,1,0,0,0,0,610,770,4.25
"9752","26E1F6C2CA9BFFF",0,"WHITE",0,0,0,0,124348,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,690,700,4
"9753","14D99E058F6FBF0",0,"ASIAN",2,0,1,1,NA,0,0,15,1,0,1,2013,1,0,0,0,0,0,500,690,3.78
"9754","0102A913D5BF476",0,"BLACK",1,1,1,1,44993,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,600,600,3.79
"9755","3858AD278843C79",0,"MULTI",NA,NA,0,0,NA,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,760,800,4.25
"9756","24EB1920D2C87BB",0,"ASIAN",2,0,0,0,NA,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,650,660,3.32
"9757","AA9DD8783EC348F",0,"ASIAN",2,0,0,0,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,670,750,3
"9758","91211FC4AEB2487",0,"BLACK",1,1,1,1,105785,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,560,640,3.75
"9759","EAE813EB22A8BA8",0,"WHITE",0,0,0,0,24900,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,720,630,3
"9760","3E28C19750A8A4F",0,"ASIAN",2,0,0,0,46660,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,550,670,3.68
"9761","802A5DABE11F63A",0,"WHITE",0,0,0,0,234516,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,700,780,4.03
"9762","02034DE0152CC15",0,"BLACK",1,1,0,0,59102,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,650,600,3.43
"9763","B06E98972FE8D60",0,"WHITE",0,0,1,1,48319,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,720,640,3.561
"9764","A92D4B121AD1BE5",0,"WHITE",0,0,1,1,634664,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,650,620,4.45
"9765","B553034B1718DAF",0,"WHITE",0,0,1,1,71184,0,0,3,0,NA,1,2013,1,0,0,0,0,0,590,660,4
"9766","BCF435A1583F103",0,"WHITE",0,0,1,1,NA,0,1,28,0,NA,1,2012,0,0,0,0,0,0,670,660,4.16
"9767","5763DB67894B641",0,"WHITE",0,0,0,0,280000,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,570,620,3.257
"9768","FC0ED03FC43B265",0,"WHITE",0,0,1,1,131111,0,1,38,0,NA,1,2013,1,0,0,0,0,0,650,630,4.64
"9769","AB63509283D2A6C",0,"WHITE",0,0,1,1,87429,0,1,48,0,NA,1,2014,0,1,0,0,0,0,NA,NA,3.22
"9770","B38F26AFB7FFE37",0,"ASIAN",2,0,1,1,NA,0,0,NA,1,NA,1,2015,0,0,1,0,0,0,780,800,5
"9771","98121F0A058C1F5",0,"WHITE",0,0,0,0,127685,0,0,NA,0,NA,1,2015,0,0,1,0,0,0,700,730,4
"9772","F55C91235580790",0,"BLACK",1,1,1,1,157216,0,0,6,0,NA,1,2015,0,0,1,0,0,0,630,570,3.972
"9773","BD8BA11A176B669",0,"BLACK",1,1,0,0,96085,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,540,630,4.07
"9774","565C3DB219F5055",0,"WHITE",0,0,0,0,56307,0,1,38,0,NA,1,2013,1,0,0,0,0,0,640,570,3.981
"9775","1AE8054499E7EE9",0,"WHITE",0,0,0,0,39711,1,0,NA,0,NA,1,2014,0,1,0,0,0,0,610,730,4.23
"9776","C8A2CAE1E9FFBD4",1,"WHITE",0,0,1,1,369517,0,0,15,0,NA,1,2014,0,1,0,0,0,0,690,630,4.28
"9777","FFC160B65F6907E",0,"ASIAN",2,0,1,1,NA,0,0,3,0,NA,1,2014,0,1,0,0,0,0,630,670,4.05
"9778","3732F95F7524701",1,"WHITE",0,0,0,0,106125,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,560,610,3.438
"9779","E533DE41E80DEA6",0,"WHITE",0,0,1,1,95696,0,0,6,0,NA,1,2014,0,1,0,0,0,0,800,680,4.66
"9780","D3B7A3AC1C60AA2",0,"BLACK",1,1,0,0,91582,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,620,600,2.674
"9781","06CE107774D6D35",0,"BLACK",1,1,0,0,41170,1,0,13,0,NA,1,2013,1,0,0,0,0,0,600,500,4
"9782","6EBEF0BE120F3E1",0,"WHITE",0,0,1,1,NA,0,1,15,0,NA,1,2013,1,0,0,0,0,0,730,650,3.5
"9783","DFEC171C6DB840A",0,"WHITE",0,0,0,0,323876,0,1,38,0,NA,1,2013,1,0,0,0,0,0,660,640,3.8
"9784","75272DCA910F3C8",0,"ASIAN",2,0,0,0,NA,0,0,4,1,0,1,2013,1,0,0,0,0,0,550,670,3.93
"9785","846386BFDF1A79E",0,"WHITE",0,0,0,0,46137,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,510,610,3.642
"9786","0DE275DAFA99742",0,"WHITE",0,0,0,0,79374,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,650,540,3.9
"9787","4BFA6C1A3DCEDE3",0,"MULTI",NA,NA,1,1,76039,0,0,9,0,NA,1,2013,1,0,0,0,0,0,510,610,3.892
"9788","4F4A47E2EF934EF",0,"WHITE",0,0,0,0,86619,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,540,700,3.51
"9789","CD436B016173731",0,"HISPA",1,1,1,1,12233,1,0,NA,0,NA,1,2013,1,0,0,0,0,0,600,670,4
"9790","06DEF28191285E6",0,"ASIAN",2,0,0,0,66219,0,0,NA,1,NA,1,2014,0,1,0,0,0,0,740,780,4.88
"9791","D882A1EE03DADD7",1,"PACIF",1,1,0,0,14389,1,0,NA,0,NA,1,2014,0,1,0,0,0,0,590,580,4.1
"9792","3C50178693CAC9E",0,"WHITE",0,0,1,1,118898,0,0,9,0,NA,1,2014,0,1,0,0,0,0,650,650,4.29
"9793","6C50B1C50E9A343",0,"WHITE",0,0,0,0,142051,0,0,9,0,NA,1,2014,0,1,0,0,0,0,580,640,4
"9794","27AF5028942B7FB",0,"WHITE",0,0,1,1,75397,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,670,550,4.3
"9795","4279BE732B90843",0,"WHITE",0,0,0,0,NA,0,1,21,0,NA,1,2013,1,0,0,0,0,0,680,600,4.93
"9796","93AA19A2F998FB4",1,"HISPA",1,1,0,0,119611,0,0,NA,0,NA,1,2015,0,0,1,0,0,0,570,590,4.19
"9797","09DE33B02422357",0,"WHITE",0,0,1,1,29950,1,0,NA,0,NA,1,2015,0,0,1,0,0,0,630,570,3.8
"9798","FA15015741B3ACE",0,"WHITE",0,0,0,0,149976,0,0,3,0,NA,1,2014,0,1,0,0,0,0,650,750,5.2
"9799","A96040A9A55F217",1,"WHITE",0,0,1,1,239225,0,0,6,0,NA,1,2015,0,0,1,0,0,0,590,670,4.29
"9800","ED5B9F5D9C435A8",0,"WHITE",0,0,0,0,NA,0,1,9,0,NA,1,2014,0,1,0,0,0,0,630,690,4
"9801","A6FF388D1FF7FBC",0,"BLACK",1,1,1,1,175953,0,0,8,0,NA,1,2013,1,0,0,0,0,0,540,580,2.97
"9802","7794CB7FF41D938",0,"ASIAN",2,0,1,1,155962,0,1,53,1,NA,1,2013,1,0,0,0,0,0,NA,NA,3.208
"9803","0F57E6E214CB37A",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2013,1,0,0,0,0,0,740,660,3.974
"9804","74312CBA244C19F",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2013,1,0,0,0,0,0,730,700,4.35
"9805","3C310581EA93C3B",0,"WHITE",0,0,0,0,137757,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,610,700,4.58
"9806","F6D614D46DF5B8D",0,"ASIAN",2,0,1,1,NA,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,780,800,4.57
"9807","AAEFA0AB09D2B24",0,"BLACK",1,1,1,1,148216,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,610,580,3.456
"9808","D8D5EB7AE65D7EF",0,"MULTI",NA,NA,1,1,203503,0,0,4,0,NA,1,2013,1,0,0,0,0,0,630,570,3.75
"9809","C95A041C2CDAC33",0,"WHITE",0,0,1,1,NA,0,0,3,0,NA,1,2013,1,0,0,0,0,0,660,680,3.58
"9810","BC0784D00308C62",0,"ASIAN",2,0,0,0,NA,0,0,12,0,NA,1,2014,0,1,0,0,0,0,680,770,4.076
"9811","E329684E9A6385F",0,"WHITE",0,0,0,0,82029,0,0,6,0,NA,1,2015,0,0,1,0,0,0,720,660,4
"9812","74ECAF5A52AB33C",1,"BLACK",1,1,0,0,54154,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,560,540,3.5
"9813","BA3757FC7946E28",0,"MULTI",NA,NA,1,1,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,700,750,4.31
"9814","A78C0F531B131C2",0,"ASIAN",2,0,1,1,NA,0,0,NA,1,0,1,2013,1,0,0,0,0,0,510,730,2.94
"9815","2A6B4E4A24B58E8",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2013,1,0,0,0,0,0,630,620,4.02
"9816","3C05DE2C53DCF5B",0,"BLACK",1,1,1,1,93713,0,0,6,0,NA,1,2013,1,0,0,0,0,0,500,550,5.49
"9817","6CE72FB22F3A791",0,"WHITE",0,0,0,0,315000,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,570,610,3.66
"9818","73C49A5E7F83F7D",0,"WHITE",0,0,1,1,110383,0,1,61,0,NA,1,2013,1,0,0,0,0,0,690,640,3.8
"9819","8C4973CFF189D70",0,"WHITE",0,0,0,0,90000,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,670,750,3.58
"9820","CCD32D564AD6E1D",0,"WHITE",0,0,1,1,106135,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,660,650,4.39
"9821","98885495D26E8ED",0,"BLACK",1,1,0,0,51026,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,710,710,4
"9822","B0891C9BF66B8B0",0,"BLACK",1,1,0,0,195000,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,580,660,2.7
"9823","BD778FF123C11A4",0,"ASIAN",2,0,0,0,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,760,740,4.8
"9824","99108C76F2FCB35",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,610,660,3.796
"9825","A4ADC45A9F445FD",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,650,710,3.6
"9826","EE2E3EB541CBD73",0,"MULTI",NA,NA,1,1,72912,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,700,730,3.87
"9827","0C97DAD6D035B1E",0,"WHITE",0,0,1,1,127187,0,0,6,0,NA,1,2015,0,0,1,0,0,0,720,780,4
"9828","5C83103DB340AE0",0,"WHITE",0,0,0,0,NA,0,1,24,0,NA,1,2013,1,0,0,0,0,0,680,590,4.6
"9829","0FAD89A0980DCAF",0,"WHITE",0,0,1,1,NA,0,1,NA,0,NA,1,2013,1,0,0,0,0,0,740,720,4.17
"9830","542DF7770569CE7",1,"WHITE",0,0,0,0,154000,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,610,640,3.633
"9831","B9C2F53B18D9879",0,"MULTI",NA,NA,1,1,29388,1,0,NA,0,NA,1,2016,0,0,0,1,0,0,760,700,4.089
"9832","69FB5A151843E7F",0,"HISPA",1,1,0,0,180800,0,0,NA,0,NA,1,2015,0,0,1,0,0,0,760,760,4
"9833","EC6FEEFB30BA1B7",0,"WHITE",0,0,0,0,9717,1,0,NA,0,NA,1,2016,0,0,0,1,0,0,700,740,4.077
"9834","0900AAB98E429E3",0,"WHITE",0,0,0,0,NA,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,670,650,3.85
"9835","4C728E4EDE0BA51",0,"ASIAN",2,0,0,0,NA,0,0,9,1,NA,1,2013,1,0,0,0,0,0,530,770,3.66
"9836","D08A0B5F14BB195",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,730,760,4.23
"9837","77F89CD41C41A06",0,"ASIAN",2,0,0,0,NA,0,1,NA,0,NA,1,2012,0,0,0,0,0,0,650,740,3.78
"9838","45993D1B9349A03",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2013,1,0,0,0,0,0,650,640,4.25
"9839","D2E25EA512B306E",0,"ASIAN",2,0,1,1,NA,0,0,3,1,0,1,2013,1,0,0,0,0,0,550,650,3.85
"9840","F57668D2EBDD6D2",0,"WHITE",0,0,0,0,132100,0,0,4,0,NA,1,2013,1,0,0,0,0,0,630,700,4.15
"9841","1C7FE1818D55D0D",0,"WHITE",0,0,1,1,79277,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,780,660,3.683
"9842","0FA95092D80CD08",0,"WHITE",0,0,0,0,NA,0,1,20,0,NA,1,2013,1,0,0,0,0,0,740,750,3.3
"9843","A39C09F5C38B37E",0,"ASIAN",2,0,1,1,NA,0,0,2,0,NA,1,2013,1,0,0,0,0,0,740,740,3.596
"9844","32F63C7FDDECB1F",0,"WHITE",0,0,1,1,366671,0,0,NA,0,NA,1,2013,1,0,0,0,0,0,710,680,3.73
"9845","5984721A8285C85",0,"BLACK",1,1,0,0,11000,1,0,4,0,NA,1,2013,1,0,0,0,0,0,670,630,3.1
"9846","C560479FE687708",0,"MULTI",NA,NA,0,0,NA,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,550,670,3.533
"9847","67CA022BFA0D160",0,"ASIAN",2,0,0,0,NA,0,1,51,0,NA,1,2013,1,0,0,0,0,0,670,700,2.93
"9848","C558188B95E82A2",0,"WHITE",0,0,1,1,120265,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,690,590,4.75
"9849","82C5F64682DA598",0,"BLACK",1,1,1,1,168333,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,700,750,4
"9850","9F68C411F561D45",0,"WHITE",0,0,0,0,44906,1,0,NA,0,NA,1,2014,0,1,0,0,0,0,620,660,3.8
"9851","34DE62E4E7833B1",0,"WHITE",0,0,0,0,41903,1,0,NA,0,NA,1,2014,0,1,0,0,0,0,670,590,4
"9852","E7975584A7ECD5C",0,"WHITE",0,0,0,0,92326,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,590,610,3.897
"9853","070E4C21A2453AD",0,"HISPA",1,1,0,0,126748,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,580,710,3.278
"9854","3BEDEB6B3A61AE9",0,"HISPA",1,1,1,1,201966,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,740,730,3.697
"9855","76438CC1457C6FF",0,"WHITE",0,0,1,1,336602,0,0,4,0,NA,1,2014,0,1,0,0,0,0,700,580,3.5
"9856","B7A468EDCF4D0FA",0,"WHITE",0,0,1,1,55476,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,710,550,3.5
"9857","027F49FB4ECFB93",0,"WHITE",0,0,0,0,219300,0,0,4,0,NA,1,2014,0,1,0,0,0,0,600,640,3.95
"9858","9597C1F72C688C9",0,"WHITE",0,0,0,0,215388,0,0,6,0,NA,1,2014,0,1,0,0,0,0,680,640,3.485
"9859","7E29CA97BC2FD41",0,"WHITE",0,0,1,1,174582,0,0,9,0,NA,1,2014,0,1,0,0,0,0,740,800,5.932
"9860","6AEE9D8499A8CED",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,650,600,4
"9861","8B2A188C5AD4936",1,"ASIAN",2,0,0,0,22733,1,0,6,0,NA,1,2014,0,1,0,0,0,0,660,740,4
"9862","670E3E523F9B07C",0,"WHITE",0,0,1,1,NA,0,0,NA,0,NA,1,2014,0,1,0,0,0,0,700,620,3.8
"9863","AB81778802192AD",0,"WHITE",0,0,0,0,NA,0,1,NA,0,NA,1,2013,1,0,0,0,0,0,630,630,4.43
"9864","CD9CFFB57326406",0,"WHITE",0,0,1,1,99027,0,0,6,0,NA,1,2014,0,1,0,0,0,0,710,750,4.25
"9865","B8BE7D01CBFEB23",0,"WHITE",0,0,1,1,214759,0,0,11,0,NA,1,2014,0,1,0,0,0,0,780,690,4.34
